latitude,longitude
13.0525692,80.2318172
13.05307,80.2319561
13.0536654,80.2321224
13.0537151,80.2318076
13.0518506,80.2332995
13.0525976,80.2359238
13.0519542,80.2357326
13.051817,80.2366779
13.0513899,80.235526
13.0451515,80.2299937
13.0449132,80.2310048
13.0428802,80.2306553
13.0411675,80.2294919
13.0429591,80.2299434
13.044621,80.2355229
13.0439602,80.2372161
13.0444551,80.2377487
13.0443157,80.2354583
13.0479974,80.2386449
13.0447014,80.2378289
13.0451346,80.2356412
13.0452,80.2356533
13.0452932,80.235081
13.047096,80.235426
13.0461229,80.2358379
13.0462365,80.2352904
13.046593,80.2329085
13.0465093,80.2334924
13.0449834,80.2332034
13.0455387,80.2333085
13.0421835,80.2443715
13.0427047,80.240815
13.0471019,80.2466462
13.0464668,80.245202
13.0460251,80.2451171
13.045695,80.2450561
13.0455961,80.2456036
13.0458793,80.2457489
13.0430743,80.2464914
13.0420037,80.2452858
13.0402507,80.2421856
13.041432,80.2424344
13.0415052,80.2419929
13.0425101,80.2421257
13.0424404,80.2425561
13.043657,80.2427473
13.0429034,80.2397171
13.0453916,80.2379985
13.0453195,80.2379774
